product_id,product_name,median_unit_price,category,cost_ratio,standard_cost,source_system,is_simulated_category,is_simulated_cost,simulation_version
23388,WOODLAND MINI BACKPACK,4.15,Other,0.4483,1.8604,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23389,SPACEBOY MINI BACKPACK,4.15,Other,0.5547,2.302,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23390,DOLLY GIRL MINI BACKPACK,4.15,Other,0.6381,2.6481,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23391,I LOVE LONDON MINI BACKPACK,4.15,Other,0.5816,2.4136,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23392,SPACEBOY ROCKET LOLLY MAKERS,2.08,Other,0.5231,1.088,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23393,HOME SWEET HOME CUSHION COVER,3.75,Home Decor,0.5382,2.0182,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23394,POSTE FRANCE CUSHION COVER,3.75,Home Decor,0.6597,2.4739,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23395,BELLE JARDINIERE CUSHION COVER,3.75,Home Decor,0.6735,2.5256,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23396,LE JARDIN BOTANIQUE CUSHION COVER,3.75,Home Decor,0.5558,2.0842,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23397,FOOT STOOL HOME SWEET HOME,9.95,Other,0.5158,5.1322,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23398,HANGING HEART BONHEUR,0.85,Home Decor,0.6057,0.5148,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23399,HOME SWEET HOME HANGING HEART,0.85,Home Decor,0.4043,0.3437,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,6.25,Other,0.6493,4.0581,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23401,RUSTIC MIRROR WITH LACE HEART,6.25,Home Decor,0.5699,3.5619,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23402,HOME SWEET HOME 3 PEG HANGER,3.75,Other,0.5928,2.223,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23403,LETTER HOLDER HOME SWEET HOME,3.75,Other,0.6726,2.5222,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23404,HOME SWEET HOME BLACKBOARD,4.95,Other,0.4897,2.424,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23405,HOME SWEET HOME 2 DRAWER CABINET,4.95,Other,0.6494,3.2145,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23406,HOME SWEET HOME KEY HOLDER,6.25,Other,0.6502,4.0638,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23407,SET OF 2 TRAYS HOME SWEET HOME,9.95,Other,0.5665,5.6367,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23408,PHOTO FRAME LINEN AND LACE SMALL,2.08,Home Decor,0.4744,0.9868,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23409,PHOTO FRAME LINEN AND LACE LARGE,3.75,Home Decor,0.6565,2.4619,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23410,CURIO CABINET LINEN AND LACE,8.15,Other,0.6765,5.5135,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23411,TRELLIS COAT RACK,4.95,Other,0.392,1.9404,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23412,HEART MIRROR ANTIQUE WHITE,7.5,Home Decor,0.5344,4.008,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23413,VINTAGE COFFEE GRINDER BOX,4.95,Other,0.4221,2.0894,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23414,ZINC BOX SIGN HOME,9.95,Other,0.5389,5.3621,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23415,HOME SWEET HOME HOOK,1.65,Other,0.4031,0.6651,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23416,CHAMBRE HOOK,1.65,Other,0.4116,0.6791,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23417,BATHROOM HOOK,1.65,Other,0.4317,0.7123,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23418,LAVENDER TOILETTE BOTTLE,2.08,Other,0.6638,1.3807,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23419,HOME SWEET HOME BOTTLE,2.08,Other,0.5459,1.1355,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23420,PANTRY HOOK TEA STRAINER,2.08,Kitchen & Dining,0.3957,0.8231,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23421,PANTRY HOOK SPATULA,2.08,Other,0.5806,1.2076,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23422,PANTRY HOOK BALLOON WHISK,2.08,Other,0.4254,0.8848,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23423,PANTRY 3 HOOK ROLLING PIN HANGER,3.75,Other,0.674,2.5275,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23424,GINGHAM RECIPE BOOK BOX,4.95,Other,0.6561,3.2477,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23425,STORAGE TIN HOME SWEET HOME,2.49,Other,0.419,1.0433,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23426,METAL SIGN DROP YOUR PANTS,2.89,Other,0.4537,1.3112,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23427,STOOL HOME SWEET HOME,12.5,Other,0.4061,5.0762,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23428,IVORY RETRO KITCHEN WALL CLOCK,8.15,Kitchen & Dining,0.515,4.1973,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23429,RED RETRO KITCHEN WALL CLOCK,8.15,Kitchen & Dining,0.4319,3.52,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23430,BLUE RETRO KITCHEN WALL CLOCK,8.15,Kitchen & Dining,0.4133,3.3684,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23431,NATURAL HANGING QUILTED HEARTS,0.83,Home Decor,0.4383,0.3638,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23432,PRETTY HANGING QUILTED HEARTS,0.83,Home Decor,0.6524,0.5415,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23433,HANGING QUILTED PATCHWORK APPLES,0.83,Other,0.4392,0.3645,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,0.79,Gifts & Seasonal,0.657,0.519,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0.83,Gifts & Seasonal,0.5626,0.467,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1.25,Gifts & Seasonal,0.4074,0.5092,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23437,50'S CHRISTMAS GIFT BAG LARGE,1.25,Gifts & Seasonal,0.4758,0.5948,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23438,RED SPOT GIFT BAG LARGE,1.25,Gifts & Seasonal,0.5575,0.6969,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23439,HAND WARMER RED LOVE HEART,2.1,Home Decor,0.4523,0.9498,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23440,PAINT YOUR OWN EGGS IN CRATE,2.08,Other,0.4945,1.0286,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23441,HAND PAINTED HANGING EASTER EGG,0.42,Gifts & Seasonal,0.412,0.173,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23442,12 HANGING EGGS HAND PAINTED,2.08,Other,0.4112,0.8553,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23444,Next Day Carriage,15.0,Other,0.3938,5.907,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23445,ICE CREAM BUBBLES,0.83,Other,0.4909,0.4074,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23446,BLUE BUNNY EASTER EGG BASKET,1.65,Gifts & Seasonal,0.4345,0.7169,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23447,PINK BUNNY EASTER EGG BASKET,1.65,Gifts & Seasonal,0.56,0.924,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23448,CREAM BUNNY EASTER EGG BASKET,1.65,Gifts & Seasonal,0.5061,0.8351,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23449,SET OF 6 EASTER RAINBOW CHICKS,1.25,Gifts & Seasonal,0.4677,0.5846,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23451,SQUARE MINI PORTRAIT FRAME,1.95,Home Decor,0.6452,1.2581,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23452,HEART MINI PORTRAIT FRAME,1.95,Home Decor,0.6424,1.2527,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23453,OVAL  MINI PORTRAIT FRAME,1.95,Home Decor,0.6761,1.3184,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23454,THREE MINI HANGING FRAMES,4.15,Home Decor,0.4229,1.755,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23455,SMALL PARLOUR PICTURE FRAME,2.89,Home Decor,0.5974,1.7265,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23456,MEDIUM PARLOUR PICTURE FRAME,4.15,Home Decor,0.4643,1.9268,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23457,LARGE PARLOUR PICTURE FRAME,4.95,Home Decor,0.552,2.7324,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23458,DOLLY CABINET 3 DRAWERS,14.95,Other,0.42,6.279,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23459,DOLLY CABINET 2 DRAWERS,12.5,Other,0.4687,5.8588,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23460,SWEETHEART WALL TIDY,9.95,Home Decor,0.5048,5.0228,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23461,SWEETHEART BIRD HOUSE,4.15,Home Decor,0.5014,2.0808,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23462,ROCOCO WALL MIRROR WHITE,19.95,Other,0.3815,7.6109,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23463,VINTAGE ZINC WATERING CAN,9.95,Other,0.6591,6.558,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23464,VINTAGE ZINC WATERING CAN SMALL,4.95,Other,0.4886,2.4186,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23465,TUSCAN VILLA BIRD FEEDER,8.25,Other,0.4707,3.8833,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,8.25,Other,0.5616,4.6332,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23467,VINTAGE ZINC PLANTER,3.29,Other,0.4966,1.6338,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23468,TUSCAN VILLA BIRD TABLE,8.25,Other,0.3951,3.2596,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23469,CARD HOLDER LOVE BIRD SMALL,4.15,Stationery,0.5756,2.3887,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23470,CARD HOLDER LOVE BIRD LARGE,6.25,Stationery,0.5817,3.6356,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23471,SIX DRAWER OFFICE TIDY,9.95,Other,0.5995,5.965,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23472,NINE DRAWER OFFICE TIDY,14.95,Other,0.3927,5.8709,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23473,WOODLAND SMALL RED FELT HEART,0.83,Home Decor,0.4608,0.3825,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23474,WOODLAND SMALL BLUE FELT HEART,0.83,Home Decor,0.5664,0.4701,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23475,WOODLAND SMALL PINK FELT HEART,0.83,Home Decor,0.5135,0.4262,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23476,WOODLAND LARGE RED FELT HEART,1.25,Home Decor,0.6411,0.8014,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23477,WOODLAND LARGE BLUE FELT HEART,1.25,Home Decor,0.5355,0.6694,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23478,WOODLAND LARGE PINK FELT HEART,1.25,Home Decor,0.5473,0.6841,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23479,WIRE EGG BASKET,7.85,Other,0.5201,4.0828,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23480,MINI LIGHTS WOODLAND MUSHROOMS,3.75,Other,0.4811,1.8041,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23481,PEARLISED IVORY HEART SMALL,1.25,Home Decor,0.5555,0.6944,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23482,PEARLISED IVORY HEART LARGE,1.65,Home Decor,0.4698,0.7752,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1.25,Other,0.4392,0.549,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,2.89,Home Decor,0.6692,1.934,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23485,BOTANICAL GARDENS WALL CLOCK,25.0,Home Decor,0.671,16.775,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23486,ANTIQUE HEART SHELF UNIT,16.65,Home Decor,0.4932,8.2118,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23487,SWEET HEART CAKE CARRIER,9.95,Home Decor,0.6515,6.4824,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23489,VINTAGE BELLS GARLAND,2.89,Other,0.5887,1.7013,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23490,T-LIGHT HOLDER HANGING LOVE BIRD,3.75,Other,0.48,1.8,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23491,VINTAGE JINGLE BELLS HEART,8.25,Home Decor,0.5276,4.3527,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23492,VINTAGE JINGLE BELLS WREATH,8.25,Other,0.6379,5.2627,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23493,VINTAGE DOILY TRAVEL SEWING KIT,1.95,Other,0.4369,0.852,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23494,VINTAGE DOILY DELUXE SEWING KIT,5.95,Other,0.3842,2.286,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23495,SET OF 3 PANTRY WOODEN SPOONS,1.25,Kitchen & Dining,0.5748,0.7185,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23496,PANTRY KITCHEN THERMOMETER,1.25,Kitchen & Dining,0.4681,0.5851,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23497,CLASSIC CHROME BICYCLE BELL,1.45,Other,0.5708,0.8277,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23498,CLASSIC BICYCLE CLIPS,1.45,Other,0.4318,0.6261,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23499,SET 12 VINTAGE DOILY CHALK,0.42,Other,0.6266,0.2632,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23500,KEY RING BASEBALL BOOT ASSORTED,1.25,Other,0.4995,0.6244,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23501,KEY RING BASEBALL BOOT UNION JACK,1.25,Other,0.6721,0.8401,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23502,PLAYING CARDS VINTAGE DOILY,1.25,Stationery,0.5223,0.6529,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23503,PLAYING CARDS KEEP CALM & CARRY ON,1.25,Stationery,0.5537,0.6921,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23504,PLAYING CARDS JUBILEE UNION JACK,1.25,Stationery,0.5174,0.6467,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23505,PLAYING CARDS I LOVE LONDON,1.25,Stationery,0.5983,0.7479,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23506,MINI PLAYING CARDS SPACEBOY,0.42,Stationery,0.5172,0.2172,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23507,MINI PLAYING CARDS BUFFALO BILL,0.42,Stationery,0.507,0.2129,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23508,MINI PLAYING CARDS DOLLY GIRL,0.42,Stationery,0.4253,0.1786,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23509,MINI PLAYING CARDS FUN FAIR,0.42,Stationery,0.6063,0.2546,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23510,MINI PLAYING CARDS GYMKHANA,0.42,Stationery,0.6502,0.2731,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23511,EMBROIDERED RIBBON REEL EMILY,2.08,Other,0.5462,1.1361,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23512,EMBROIDERED RIBBON REEL ROSIE,2.08,Other,0.5622,1.1694,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23513,EMBROIDERED RIBBON REEL SUSIE,2.08,Other,0.6588,1.3703,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23514,EMBROIDERED RIBBON REEL SALLY,2.08,Other,0.6326,1.3158,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23515,EMBROIDERED RIBBON REEL DAISY,2.08,Other,0.5341,1.1109,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23516,EMBROIDERED RIBBON REEL SOPHIE,3.75,Other,0.5772,2.1645,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23517,EMBROIDERED RIBBON REEL REBECCA,2.89,Other,0.5864,1.6947,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23518,EMBROIDERED RIBBON REEL RACHEL,2.89,Other,0.5003,1.4459,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23519,EMBROIDERED RIBBON REEL CLAIRE,3.75,Other,0.5949,2.2309,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23520,EMBROIDERED RIBBON REEL RUBY,3.75,Other,0.5243,1.9661,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23521,WALL ART CAT AND BIRD,4.34,Other,0.5856,2.5415,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23522,WALL ART DOG AND BALL,2.89,Other,0.4645,1.3424,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23523,WALL ART TREASURE AHOY,3.75,Other,0.4097,1.5364,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23524,WALL ART HORSE & PONY,3.75,Other,0.4943,1.8536,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23525,WALL ART BUFFALO BILL,3.75,Other,0.5108,1.9155,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23526,WALL ART DOG LICENCE,5.95,Other,0.6065,3.6087,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23527,WALL ART ANIMALS AND NATURE,3.75,Other,0.4588,1.7205,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23528,WALL ART SPACEBOY,3.75,Other,0.6639,2.4896,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23529,WALL ART DOLLY GIRL,3.75,Other,0.472,1.77,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23530,WALL ART ONLY ONE PERSON,4.95,Other,0.4657,2.3052,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23531,WALL ART BIG LOVE,6.95,Other,0.3991,2.7737,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23532,WALL ART WORK REST AND PLAY,4.95,Other,0.5549,2.7468,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23533,WALL ART GARDEN HAVEN,5.95,Other,0.6008,3.5748,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23534,WALL ART STOP FOR TEA,5.95,Kitchen & Dining,0.6763,4.024,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23535,WALL ART BICYCLE SAFETY,5.95,Other,0.4282,2.5478,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23536,WALL ART VILLAGE SHOW,5.95,Other,0.4289,2.552,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23537,WALL ART I LOVE LONDON,4.95,Other,0.4816,2.3839,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23538,WALL ART VINTAGE HEART,4.95,Home Decor,0.46,2.277,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23539,WALL ART LOVES' SECRET,5.95,Other,0.3825,2.2759,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23540,WALL ART THE MAGIC FOREST,6.95,Other,0.5334,3.7071,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23541,WALL ART CLASSIC PUDDINGS,8.25,Other,0.6638,5.4763,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23542,WALL ART 70'S ALPHABET,8.25,Other,0.5676,4.6827,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23543,WALL ART KEEP CALM,8.25,Other,0.407,3.3578,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23544,WALL ART MID CENTURY MODERN,8.25,Other,0.6454,5.3245,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23545,WRAP RED VINTAGE DOILY,0.42,Gifts & Seasonal,0.6371,0.2676,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23546,WRAP PAISLEY PARK,0.42,Gifts & Seasonal,0.3816,0.1603,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23547,WRAP FLOWER SHOP,0.42,Gifts & Seasonal,0.4626,0.1943,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23548,WRAP MAGIC FOREST,0.42,Gifts & Seasonal,0.4151,0.1743,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23549,WRAP BIRD GARDEN,0.42,Gifts & Seasonal,0.6279,0.2637,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23550,WRAP ALPHABET POSTER,0.42,Gifts & Seasonal,0.4347,0.1826,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23551,PACK OF 12 PAISLEY PARK TISSUES,0.39,Other,0.4556,0.1777,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23552,BICYCLE PUNCTURE REPAIR KIT,2.08,Other,0.5939,1.2353,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23553,LANDMARK FRAME CAMDEN TOWN,12.5,Home Decor,0.4443,5.5538,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23554,LANDMARK FRAME OXFORD STREET,12.5,Home Decor,0.6566,8.2075,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23555,LANDMARK FRAME NOTTING HILL,12.5,Home Decor,0.6799,8.4988,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23556,LANDMARK FRAME COVENT GARDEN,12.5,Home Decor,0.5602,7.0025,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23557,LANDMARK FRAME BAKER STREET,12.5,Home Decor,0.4051,5.0638,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23558,LANDMARK FRAME LONDON BRIDGE,12.5,Home Decor,0.6567,8.2088,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23559,WOODLAND BUNNIES LOLLY MAKERS,2.08,Other,0.4303,0.895,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23560,SET OF 6 RIBBONS COUNTRY STYLE,2.89,Other,0.5486,1.5855,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23561,SET OF 6 RIBBONS PARTY,2.89,Other,0.4296,1.2415,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,2.89,Other,0.4416,1.2762,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23564,EGG CUP MILKMAID INGRID,1.25,Kitchen & Dining,0.4114,0.5142,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23565,EGG CUP MILKMAID HELGA,1.25,Kitchen & Dining,0.5128,0.641,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23566,EGG CUP MILKMAID HEIDI,1.25,Kitchen & Dining,0.5605,0.7006,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23567,EGG CUP HENRIETTA HEN PINK,1.25,Kitchen & Dining,0.3996,0.4995,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23568,EGG CUP HENRIETTA HEN CREAM,1.25,Kitchen & Dining,0.6356,0.7945,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23569,TRADTIONAL ALPHABET STAMP SET,4.95,Other,0.5826,2.8839,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23570,TRADITIONAL PICK UP STICKS GAME,1.25,Other,0.4368,0.546,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23571,TRADITIONAL NAUGHTS & CROSSES,1.65,Other,0.5755,0.9496,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23574,PACKING CHARGE,7.5,Other,0.6221,4.6658,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23575,SNACK TRAY PAISLEY PARK,1.95,Other,0.3878,0.7562,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23576,SNACK TRAY RED VINTAGE DOILY,1.95,Other,0.4658,0.9083,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23578,SNACK TRAY RED GINGHAM,1.95,Other,0.6605,1.288,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23579,SNACK TRAY I LOVE LONDON,1.95,Other,0.4057,0.7911,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23580,SNACK TRAY HAPPY FOREST,1.95,Other,0.4099,0.7993,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23581,JUMBO BAG PAISLEY PARK,2.08,Accessories,0.4439,0.9233,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23582,VINTAGE DOILY JUMBO BAG RED,2.08,Accessories,0.6353,1.3214,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23583,LUNCH BAG PAISLEY PARK,1.65,Accessories,0.3922,0.6471,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23597,PAPER BUNTING PAISLEY PARK,2.95,Stationery,0.5791,1.7083,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
23598,PAPER BUNTING VINTAGE PARTY,2.95,Stationery,0.5527,1.6305,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
