customer_id,last_purchase,frequency,monetary,gross_margin,fulfilment_cost,recency_days,observed_historical_clv,r_score,f_score,m_score,rfm_segment
C15297,2011-11-29,10,1102.2585,485.4284,119.75,11,365.6784,4,2,3,Potential Loyalists
C15298,2011-12-07,17,4938.6195,1850.2821999999999,1102.6000000000001,3,747.6821999999997,5,5,5,Champions
C15299,2011-10-03,13,4975.031,2275.9455000000003,1049.8,68,1226.1455000000003,1,3,5,At Risk
C15300,2011-10-06,10,1240.5695,560.031,130.1,65,429.9309999999999,1,2,3,Lost
C15301,2011-10-20,21,5522.512,2500.6377,987.9,51,1512.7377000000001,1,5,5,At Risk
C15303,2011-05-06,4,776.704,360.1118,96.10000000000001,218,264.0118,1,1,2,Lost
C15304,2011-10-10,20,1548.1195,711.9225,70.0,61,641.9225,1,5,3,At Risk
C15306,2011-10-06,12,1869.4275,883.0079,310.05,65,572.9578999999999,1,3,4,At Risk
C15307,2011-10-12,14,778.0515,370.3597,50.0,59,320.3597,1,4,2,At Risk
C15308,2011-11-15,9,620.9155,282.4128,82.85,25,199.5628,2,1,1,Other
C15311,2011-12-09,103,61438.301,22324.1122,13391.95,1,8932.162199999999,5,5,5,Champions
C15312,2011-09-25,12,1564.7815,745.5374,206.25,76,539.2874,1,3,4,At Risk
C15313,2011-09-24,11,635.8665,278.7173,38.45,77,240.26730000000003,1,2,1,Lost
C15314,2011-09-07,10,679.6955,303.901,129.8,94,174.101,1,2,1,Lost
C15315,2011-11-11,9,1173.6879999999999,470.8019,322.85,29,147.95189999999997,2,1,3,Other
C15316,2011-11-19,12,685.498,274.0015,67.1,21,206.90150000000003,3,3,1,Other
C15318,2011-12-06,9,682.0435,85.37199999999999,251.85,4,-166.478,5,1,1,Other
C15319,2011-10-15,9,908.5685,423.5155,86.3,56,337.21549999999996,1,1,2,Lost
C15320,2011-12-01,10,988.4845,463.0584,145.0,9,318.0584,4,2,2,Potential Loyalists
C15321,2011-10-27,10,3331.7015,1615.0616,430.3,44,1184.7616,1,2,5,Lost
C15322,2011-12-01,10,1252.9575,575.4558,173.8,9,401.65579999999994,4,2,3,Potential Loyalists
C15325,2011-11-11,13,682.143,297.7308,110.7,29,187.0308,2,3,1,At Risk
C15326,2011-12-07,15,1141.0165,544.8140999999999,172.9,3,371.91409999999996,5,4,3,Loyal
C15327,2011-10-18,11,889.8045,419.439,73.75,53,345.689,1,2,2,Lost
C15329,2011-10-31,9,1202.946,568.5851,185.4,40,383.18510000000003,2,1,3,Other
C15330,2011-11-27,11,1397.0925,417.88169999999997,486.95,13,-69.06830000000002,3,2,3,Other
C15332,2011-10-23,13,1934.371,936.0167,251.3,48,684.7167,1,3,4,At Risk
C15333,2011-07-30,10,2023.232,949.1667,144.4,133,804.7667,1,2,4,Lost
C15334,2011-12-03,18,1053.228,503.3696,135.3,7,368.0696,4,5,2,Loyal
C15335,2011-11-21,6,479.372,236.6407,44.45,19,192.1907,3,1,1,Other
C15339,2011-12-05,10,1509.9759999999999,669.1166,169.45,5,499.66659999999996,5,2,3,Potential Loyalists
C15341,2011-10-31,18,3184.242,1329.0109,336.1,40,992.9109,2,5,5,At Risk
C15342,2011-10-28,6,551.413,259.9179,112.7,43,147.2179,1,1,1,Lost
C15343,2011-11-25,12,1182.2455,559.6577,61.05,15,498.60769999999997,3,3,3,Other
C15344,2011-12-09,11,1046.4725,508.3343,64.45,1,443.8843,5,2,2,Potential Loyalists
C15345,2011-11-26,17,1186.0775,554.1947,77.25,14,476.9447,3,5,3,Loyal
C15346,2011-09-09,10,722.1255,349.4719,77.7,92,271.7719,1,2,1,Lost
C15347,2011-11-22,11,987.1,455.5847,77.0,18,378.5847,3,2,2,Other
C15348,2011-12-09,10,611.521,283.5443,57.6,1,225.94430000000003,5,2,1,Potential Loyalists
C15349,2011-11-21,13,926.6895,441.652,145.35,19,296.302,3,3,2,Other
C15350,2011-11-05,9,701.5074999999999,352.1241,39.9,35,312.2241,2,1,1,Other
C15351,2011-12-08,17,2526.302,1180.2916,287.9,2,892.3916,5,5,4,Champions
C15353,2011-11-17,10,1112.2705,542.0121,143.65,23,398.36210000000005,2,2,3,Other
C15355,2011-11-10,15,1844.2955,868.17,51.75,30,816.42,2,4,4,At Risk
C15356,2011-11-08,17,3035.622,1417.3114,593.95,32,823.3614,2,5,5,At Risk
C15358,2011-12-05,32,8717.814,4176.9434,2491.2000000000003,5,1685.7433999999998,5,5,5,Champions
C15360,2011-11-05,10,905.307,439.3459,101.45,35,337.8959,2,2,2,Other
C15361,2011-12-09,15,1068.7065,486.7787,153.0,1,333.7787,5,4,2,Loyal
C15363,2011-12-02,8,915.727,387.3945,75.75,8,311.6445,4,1,2,Other
C15364,2011-11-14,10,1330.5945,584.1371,193.85,26,390.2871,2,2,3,Other
C15365,2011-11-20,12,2474.588,1151.3075,394.7,20,756.6074999999998,3,3,4,Other
C15366,2011-12-05,18,2937.2725,1575.4774,268.2,5,1307.2774,5,5,5,Champions
C15367,2011-11-03,13,2573.898,1175.823,399.05,37,776.7730000000001,2,3,4,At Risk
C15368,2011-11-18,11,906.08,421.526,105.85000000000001,22,315.676,3,2,2,Other
C15369,2011-10-12,16,1869.9495,920.8007,48.9,59,871.9007,1,4,4,At Risk
C15370,2011-10-30,21,3264.143,1417.2033,333.25,41,1083.9533,1,5,5,At Risk
C15372,2011-11-06,13,2622.497,996.331,1057.45,34,-61.11900000000003,2,3,4,At Risk
C15373,2011-12-02,24,4008.8155,1888.7406,207.25,8,1681.4906,4,5,5,Champions
C15374,2011-12-05,12,2120.415,1007.6317000000001,79.2,5,928.4317000000001,5,3,4,Potential Loyalists
C15376,2011-12-04,8,1569.763,765.3824,229.5,6,535.8824,4,1,4,Other
C15379,2011-11-28,20,4487.454,2036.4172,852.5,12,1183.9172,4,5,5,Champions
C15380,2011-12-01,14,2219.49,901.6156,156.5,9,745.1156,4,4,4,Champions
C15381,2011-09-03,12,1233.6975,541.092,87.3,98,453.792,1,3,3,At Risk
C15382,2011-12-05,10,6162.613,2850.6932,1416.95,5,1433.7432000000001,5,2,5,Potential Loyalists
C15384,2011-11-23,8,1017.817,473.532,227.65,17,245.88199999999998,3,1,2,Other
C15385,2011-11-26,10,771.403,352.5884,78.85000000000001,14,273.73839999999996,3,2,2,Other
C15386,2011-11-27,13,1157.587,536.769,194.05,13,342.719,3,3,3,Other
C15388,2011-08-12,7,566.639,266.4249,49.4,120,217.02489999999997,1,1,1,Lost
C15389,2011-11-26,22,1516.3075000000001,491.90680000000003,203.3,14,288.6068,3,5,3,Loyal
C15392,2011-12-05,17,2102.3195,986.1889,482.35,5,503.83889999999997,5,5,4,Champions
C15393,2011-11-29,9,612.025,294.7996,72.9,11,221.8996,4,1,1,Other
C15394,2011-11-30,13,2812.2695,1286.198,348.35,10,937.8480000000001,4,3,5,Potential Loyalists
C15395,2011-11-21,10,398.301,197.44830000000002,29.65,19,167.7983,3,2,1,Other
C15396,2011-11-06,9,674.11,322.4885,66.85,34,255.6385,2,1,1,Other
C15397,2011-08-27,11,763.1415000000001,347.0237,41.05,105,305.9737,1,2,1,Lost
C15398,2011-11-23,7,1569.728,746.7806,284.3,17,462.48060000000004,3,1,4,Other
C15399,2011-12-08,10,1304.814,560.7848,232.75,2,328.0348,5,2,3,Potential Loyalists
C15400,2011-10-29,17,1388.5605,661.9591,171.6,42,490.3591,1,5,3,At Risk
C15402,2011-11-13,10,1122.518,537.1370000000001,267.2,27,269.93700000000007,2,2,3,Other
C15405,2011-12-07,12,1190.409,498.132,99.65,3,398.48199999999997,5,3,3,Potential Loyalists
C15406,2011-11-28,10,847.1405,389.0473,109.15,12,279.8973,4,2,2,Potential Loyalists
C15407,2011-11-29,13,1300.028,685.6662,214.95,11,470.7162,4,3,3,Potential Loyalists
C15408,2011-11-12,15,900.801,441.6985,74.6,28,367.09850000000006,2,4,2,At Risk
C15410,2011-11-27,15,3758.804,1884.6831,439.35,13,1445.3330999999998,3,4,5,Loyal
C15411,2011-11-13,14,1933.067,899.1657,212.15,27,687.0157,2,4,4,At Risk
C15412,2011-12-06,12,731.7155,332.4099,64.95,4,267.4599,5,3,1,Potential Loyalists
C15414,2011-11-30,9,1102.5735,509.3161,171.25,10,338.0661,4,1,3,Other
C15415,2011-11-21,13,1154.9095,521.2301,224.5,19,296.7301,3,3,3,Other
C15416,2011-11-30,18,4622.165,2194.1791,772.45,10,1421.7290999999998,4,5,5,Champions
C15417,2011-11-15,12,1079.4845,469.3596,135.55,25,333.8096,2,3,3,At Risk
C15419,2011-11-15,6,362.453,145.9201,96.25,25,49.67009999999999,2,1,1,Other
C15421,2011-11-10,8,1333.6075,612.6682,188.35,30,424.31819999999993,2,1,3,Other
C15422,2011-07-21,7,398.769,167.482,26.8,142,140.682,1,1,1,Lost
C15423,2011-12-09,9,478.2515,223.34770000000003,53.35,1,169.99770000000004,5,1,1,Other
C15424,2011-11-23,15,1031.121,385.142,228.4,17,156.742,3,4,2,Loyal
C15426,2011-11-21,13,1806.38,798.4334,249.54999999999998,19,548.8834,3,3,4,Other
C15427,2011-11-06,11,1858.749,813.3516,362.45,34,450.9016,2,2,4,Other
C15428,2011-11-30,16,634.679,281.81759999999997,73.95,10,207.86759999999998,4,4,1,Loyal
C15429,2011-11-13,8,636.898,302.1664,146.95,27,155.21640000000002,2,1,1,Other
C15432,2011-11-23,13,787.8695,383.0354,52.45,17,330.5854,3,3,2,Other
C15433,2011-11-28,9,985.1785,445.8615,207.3,12,238.56149999999997,4,1,2,Other
C15434,2011-12-09,19,2017.646,964.5102,270.85,1,693.6602,5,5,4,Champions
C15435,2011-11-17,9,582.575,272.432,41.85,23,230.58200000000002,2,1,1,Other
C15436,2011-11-27,20,1862.199,885.7339000000001,257.6,13,628.1339,3,5,4,Loyal
C15437,2011-12-03,11,1064.33,512.1396,57.65,7,454.4896,4,2,2,Potential Loyalists
C15438,2011-12-02,14,806.3665,391.1028,54.85,8,336.2528,4,4,2,Loyal
C15440,2011-11-23,9,748.259,343.68010000000004,87.85,17,255.83010000000004,3,1,1,Other
C15442,2011-11-14,9,1516.968,617.158,67.05,26,550.1080000000001,2,1,3,Other
C15443,2011-12-08,15,3482.3155,1659.8965,596.15,2,1063.7465000000002,5,4,5,Champions
C15444,2011-11-30,13,2039.2,906.5472,296.55,10,609.9972,4,3,4,Potential Loyalists
C15445,2011-11-25,10,537.0565,233.24339999999998,51.05,15,182.1934,3,2,1,Other
C15447,2011-07-11,9,624.6925,310.1545,56.45,152,253.7045,1,1,1,Lost
C15448,2011-12-08,8,870.835,413.9216,103.85000000000001,2,310.0716,5,1,2,Other
C15449,2011-11-23,13,1475.2325,669.2931,312.1,17,357.19309999999996,3,3,3,Other
C15450,2011-11-09,6,609.796,242.4096,146.3,31,96.1096,2,1,1,Other
C15452,2011-11-24,10,896.749,361.0154,115.85000000000001,16,245.16539999999998,3,2,2,Other
C15453,2011-12-08,17,1876.22,860.0842,319.5,2,540.5842,5,5,4,Champions
C15454,2011-09-30,11,2919.9785,1461.5727,62.05,71,1399.5227,1,2,5,Lost
C15456,2011-12-09,18,1095.7985,398.9746,267.45,1,131.52460000000002,5,5,3,Loyal
C15457,2011-11-07,12,797.386,368.5678,83.7,33,284.8678,2,3,2,At Risk
C15458,2011-11-25,12,584.0415,250.1755,76.65,15,173.5255,3,3,1,Other
C15460,2011-12-01,7,438.532,213.9803,52.449999999999996,9,161.5303,4,1,1,Other
C15462,2011-12-03,14,919.0735,421.6581,93.35,7,328.30809999999997,4,4,2,Loyal
C15463,2011-11-16,13,612.467,291.028,68.0,24,223.02800000000002,2,3,1,At Risk
C15464,2011-09-07,12,1642.759,755.8052,153.3,94,602.5052000000001,1,3,4,At Risk
C15465,2011-11-20,29,8240.523,3450.6183,474.45,20,2976.1683000000003,3,5,5,Loyal
C15466,2011-10-18,13,1167.231,561.4771,126.75,53,434.72709999999995,1,3,3,At Risk
C15467,2011-11-30,12,1999.6825000000001,959.9931999999999,136.85,10,823.1431999999999,4,3,4,Potential Loyalists
C15468,2011-11-25,19,1535.173,712.3747000000001,110.8,15,601.5747000000001,3,5,3,Loyal
C15469,2011-10-27,10,1885.202,997.9632,79.05,44,918.9132000000001,1,2,4,Lost
C15471,2011-12-07,12,973.078,406.9032,119.89999999999999,3,287.00320000000005,5,3,2,Potential Loyalists
C15472,2011-11-03,12,888.5565,393.5742,121.60000000000001,37,271.9742,2,3,2,At Risk
C15473,2011-11-29,17,2407.562,974.5432,266.1,11,708.4431999999999,4,5,4,Champions
C15475,2011-11-07,11,1017.5335,475.1715,146.3,33,328.87149999999997,2,2,2,Other
C15478,2011-11-30,17,2080.2775,895.3138,245.35,10,649.9638,4,5,4,Champions
C15480,2011-11-02,9,1326.5855,637.0937,126.6,38,510.4937,2,1,3,Other
C15482,2011-11-24,22,11521.3595,1598.7949999999998,1779.9,16,-181.10500000000025,3,5,5,Loyal
C15483,2011-11-28,12,531.8665,236.9478,126.6,12,110.3478,4,3,1,Potential Loyalists
C15484,2011-12-08,10,4088.6685,1852.6268,1122.45,2,730.1768,5,2,5,Potential Loyalists
C15485,2011-11-09,9,2893.3885,1320.1474,469.05,31,851.0974000000001,2,1,5,Other
C15488,2011-12-04,11,792.2695,397.0885,55.85,6,341.2385,4,2,2,Potential Loyalists
C15489,2011-11-21,12,1466.294,640.1222,235.3,19,404.8222,3,3,3,Other
C15491,2011-11-11,18,3673.5595,1751.7135,605.8000000000001,29,1145.9135,2,5,5,At Risk
C15492,2011-11-30,9,1060.014,506.3323,192.6,10,313.7323,4,1,2,Other
C15493,2011-11-07,12,2319.936,1086.6061,213.1,33,873.5061,2,3,4,At Risk
C15494,2011-11-18,12,1626.5105,741.7767,422.2,22,319.5767,3,3,4,Other
C15497,2011-11-22,10,1585.4435,444.039,240.9,18,203.13899999999998,3,2,4,Other
C15498,2011-12-07,36,13918.941,6254.5376,2165.85,3,4088.6875999999997,5,5,5,Champions
C15500,2011-12-01,10,3073.918,1450.8619999999999,219.1,9,1231.762,4,2,5,Potential Loyalists
C15502,2011-12-02,20,10825.735999999999,6748.9377,1508.25,8,5240.6877,4,5,5,Champions
C15503,2011-10-05,8,461.037,209.9561,46.4,66,163.5561,1,1,1,Lost
C15504,2011-10-30,12,867.036,397.0262,44.55,41,352.4762,1,3,2,At Risk
C15505,2011-10-21,16,4292.2215,1543.0773,869.0500000000001,50,674.0272999999999,1,4,5,At Risk
C15506,2011-11-21,13,1471.531,676.1462,321.25,19,354.8962,3,3,3,Other
C15507,2011-11-22,13,1209.9425,537.9972,84.2,18,453.79720000000003,3,3,3,Other
C15508,2011-09-27,20,1729.499,831.3721,195.85,74,635.5221,1,5,4,At Risk
C15510,2011-10-31,10,932.364,460.5116,29.8,40,430.7116,2,2,2,Other
C15511,2011-11-28,11,1265.89,599.8678,111.7,12,488.1678,4,2,3,Potential Loyalists
C15512,2011-12-01,7,300.165,126.0487,36.4,9,89.64869999999999,4,1,1,Other
C15513,2011-11-28,31,15237.189,6432.0404,2032.8,12,4399.2404,4,5,5,Champions
C15514,2011-12-04,20,4473.5975,1801.6496,758.45,6,1043.1996,4,5,5,Champions
C15516,2011-11-25,15,698.8,300.7188,44.4,15,256.3188,3,4,1,Loyal
C15517,2011-09-10,11,742.128,327.6452,130.15,91,197.49519999999998,1,2,1,Lost
C15518,2011-12-03,17,3341.552,1568.3718,473.25,7,1095.1218,4,5,5,Champions
C15520,2011-12-08,9,745.3275,336.7849,130.15,2,206.6349,5,1,1,Other
C15521,2011-11-11,23,3894.4515,1808.5837,687.3,29,1121.2837,2,5,5,At Risk
C15522,2011-11-10,10,745.003,363.9522,217.15,30,146.8022,2,2,1,Other
C15523,2011-10-25,12,955.4435,383.05089999999996,74.85,46,308.20089999999993,1,3,2,At Risk
C15524,2011-11-15,7,652.4145,248.8924,15.8,25,233.0924,2,1,1,Other
C15525,2011-12-07,8,955.2175,390.4878,150.15,3,240.3378,5,1,2,Other
C15526,2011-11-13,9,523.975,243.8653,31.35,27,212.5153,2,1,1,Other
C15527,2011-11-21,18,2895.8375,1299.4911,377.6,19,921.8910999999999,3,5,5,Loyal
C15528,2011-08-20,8,590.13,303.92650000000003,60.15,112,243.77650000000003,1,1,1,Lost
C15529,2011-11-17,21,5095.0914999999995,2321.4419,1243.75,23,1077.6918999999998,2,5,5,At Risk
C15530,2011-11-25,13,1827.371,873.9238,352.45,15,521.4738,3,3,4,Other
C15531,2011-12-01,8,2258.43,1053.9659,393.55,9,660.4159,4,1,4,Other
C15532,2011-12-04,28,3807.2129999999997,1762.0058,250.9,6,1511.1057999999998,4,5,5,Champions
C15533,2011-12-06,17,1904.981,882.7668,144.05,4,738.7167999999999,5,5,4,Champions
C15535,2011-11-10,12,946.4775,443.2446,70.35,30,372.89459999999997,2,3,2,At Risk
C15537,2011-12-02,18,1329.624,670.8437,60.4,8,610.4437,4,5,3,Loyal
C15539,2011-12-02,24,1524.42,711.1012,208.6,8,502.5011999999999,4,5,3,Loyal
C15540,2011-11-28,9,589.5985,249.3083,90.55,12,158.75830000000002,4,1,1,Other
C15541,2011-08-17,4,192.771,100.1248,26.75,115,73.3748,1,1,1,Lost
C15543,2011-09-14,5,455.9,197.4803,41.8,87,155.6803,1,1,1,Lost
C15544,2011-11-30,15,3913.282,1878.6825000000001,1106.3,10,772.3825000000002,4,4,5,Champions
C15545,2011-10-25,8,521.78,250.5131,74.85,46,175.66310000000001,1,1,1,Lost
C15547,2011-12-02,22,5308.079,2388.9572,1425.0,8,963.9571999999998,4,5,5,Champions
C15549,2011-10-14,14,2216.561,989.5923,274.85,57,714.7423,1,4,4,At Risk
C15550,2011-12-05,12,1016.277,451.9029,129.8,5,322.1029,5,3,2,Potential Loyalists
C15551,2011-11-17,11,797.855,375.0261,104.2,23,270.8261,2,2,2,Other
C15552,2011-12-07,6,295.21,137.7032,36.9,3,100.8032,5,1,1,Other
C15553,2011-12-06,11,911.0955,434.1584,186.4,4,247.75839999999997,5,2,2,Potential Loyalists
C15554,2011-09-27,12,848.823,375.1981,60.85,74,314.3481,1,3,2,At Risk
C15555,2011-11-27,25,5232.058,2234.9344,1576.3,13,658.6344000000001,3,5,5,Loyal
C15556,2011-12-02,13,862.2235000000001,396.0675,116.5,8,279.5675,4,3,2,Potential Loyalists
C15557,2011-11-11,10,950.66,412.0239,100.65,29,311.37390000000005,2,2,2,Other
C15561,2011-11-28,21,3512.3365,1750.8224,144.0,12,1606.8224,4,5,5,Champions
C15562,2011-11-03,11,730.488,326.3842,45.75,37,280.6342,2,2,1,Other
C15563,2011-11-17,13,1999.1,629.1834,554.3000000000001,23,74.88339999999994,2,3,4,At Risk
C15565,2011-10-20,6,417.657,196.2566,32.7,51,163.5566,1,1,1,Lost
C15567,2011-11-22,10,781.634,379.89480000000003,106.7,18,273.19480000000004,3,2,2,Other
C15568,2011-12-07,11,1186.547,553.2019,186.1,3,367.1019,5,2,3,Potential Loyalists
C15569,2011-11-21,14,1861.4555,602.7307999999999,255.6,19,347.1307999999999,3,4,4,Loyal
C15570,2011-12-02,22,4798.298,2290.5908,750.5500000000001,8,1540.0407999999998,4,5,5,Champions
C15571,2011-11-28,12,1208.0895,596.2519,120.45,12,475.8019,4,3,3,Potential Loyalists
C15572,2011-12-05,19,3091.4645,1476.2571,456.5,5,1019.7571,5,5,5,Champions
C15573,2011-12-03,14,1072.059,497.255,157.85,7,339.405,4,4,2,Loyal
C15574,2011-09-02,11,1002.5765,475.9367,136.9,99,339.0367,1,2,2,Lost
C15576,2011-11-02,6,1251.548,560.5176,151.70000000000002,38,408.81759999999997,2,1,3,Other
C15577,2011-11-16,14,785.2205,366.1954,66.55,24,299.6454,2,4,2,At Risk
C15578,2011-12-02,10,907.216,416.9413,43.55,8,373.3913,4,2,2,Potential Loyalists
C15579,2011-10-21,10,815.2435,380.7593,64.5,50,316.2593,1,2,2,Lost
C15581,2011-11-19,19,4111.512,3451.306,115.25,21,3336.056,3,5,5,Loyal
C15582,2011-11-15,14,1290.5305,588.9751,190.65,25,398.3251,2,4,3,At Risk
C15584,2011-11-18,14,1248.125,588.4413,134.45,22,453.99129999999997,3,4,3,Loyal
C15585,2011-12-02,9,1004.939,485.076,134.65,8,350.42600000000004,4,1,2,Other
C15587,2011-12-02,8,1264.816,429.3166,122.4,8,306.9166,4,1,3,Other
C15589,2011-11-07,10,752.451,335.7813,104.10000000000001,33,231.68129999999996,2,2,1,Other
C15590,2011-11-28,11,518.5155,245.0026,32.25,12,212.7526,4,2,1,Potential Loyalists
C15592,2011-11-06,18,1300.0285000000001,632.861,176.25,34,456.611,2,5,3,At Risk
C15593,2011-09-30,13,848.5155,362.75280000000004,55.95,71,306.80280000000005,1,3,2,At Risk
C15594,2011-11-24,12,2075.085,974.4306,364.90000000000003,16,609.5306,3,3,4,Other
C15596,2011-11-09,18,1871.6825,887.6502999999999,234.0,31,653.6502999999999,2,5,4,At Risk
C15597,2011-12-04,7,644.0215,278.328,114.30000000000001,6,164.02799999999996,4,1,1,Other
C15598,2011-12-04,17,972.408,454.408,101.0,6,353.408,4,5,2,Loyal
C15599,2011-11-13,12,1411.34,622.9351,282.5,27,340.43510000000003,2,3,3,At Risk
C15601,2011-11-28,28,7539.015,3240.7742,1788.0,12,1452.7741999999998,4,5,5,Champions
C15602,2011-12-01,19,1803.363,940.3811999999999,426.75,9,513.6311999999999,4,5,4,Champions
C15603,2011-11-21,9,513.0600000000001,243.81980000000001,57.45,19,186.3698,3,1,1,Other
C15604,2011-10-22,9,558.3815,261.6059,75.45,49,186.15590000000003,1,1,1,Lost
C15605,2011-11-23,13,1651.81,793.2775,175.95000000000002,17,617.3275,3,3,4,Other
C15606,2011-11-17,19,3537.156,1508.2147,343.55,23,1164.6647,2,5,5,At Risk
C15607,2011-11-05,9,676.346,306.0557,93.95,35,212.1057,2,1,1,Other
C15608,2011-11-11,15,1687.475,753.4197,280.35,29,473.0697,2,4,4,At Risk
C15609,2011-11-21,16,1021.244,475.0155,92.15,19,382.8655,3,4,2,Loyal
C15610,2011-10-19,17,1359.222,657.1747,73.65,52,583.5247,1,5,3,At Risk
C15611,2011-11-30,20,1932.8735000000001,735.2394,195.3,10,539.9394,4,5,4,Champions
C15612,2011-12-01,13,697.708,329.57800000000003,50.0,9,279.57800000000003,4,3,1,Potential Loyalists
C15615,2011-11-29,33,10964.2505,4926.3292,1957.35,11,2968.9792,4,5,5,Champions
C15618,2011-11-25,11,1112.0915,521.4392,177.20000000000002,15,344.2392,3,2,3,Other
C15619,2011-11-29,5,558.257,201.005,60.800000000000004,11,140.20499999999998,4,1,1,Other
C15620,2011-10-14,10,1861.624,869.1187,342.90000000000003,57,526.2186999999999,1,2,4,Lost
C15621,2011-12-05,12,1737.5629999999999,722.7745,196.95,5,525.8245,5,3,4,Potential Loyalists
C15622,2011-12-02,27,6554.6795,3126.4554000000003,637.95,8,2488.5054,4,5,5,Champions
C15623,2011-12-06,12,859.5685,402.7621,80.2,4,322.5621,5,3,2,Potential Loyalists
C15624,2011-10-10,13,1149.2485,549.1551,149.55,61,399.60509999999994,1,3,3,At Risk
C15625,2011-08-28,11,1815.1195,796.2488999999999,437.25,104,358.99889999999994,1,2,4,Lost
C15626,2011-10-30,6,821.371,225.92989999999998,278.45,41,-52.52010000000001,1,1,2,Lost
C15628,2011-12-05,15,3088.709,1472.463,683.45,5,789.0129999999999,5,4,5,Champions
C15630,2011-10-25,11,1615.417,719.0239,304.15,46,414.87390000000005,1,2,4,Lost
C15632,2011-11-24,16,3851.3605,1736.4926,758.55,16,977.9426000000001,3,4,5,Loyal
C15634,2011-11-22,13,924.2735,444.5716,73.8,18,370.7716,3,3,2,Other
C15636,2011-09-18,14,1586.218,758.9042,137.95000000000002,83,620.9541999999999,1,4,4,At Risk
C15637,2011-12-04,14,822.3675,385.7274,80.8,6,304.9274,4,4,2,Loyal
C15638,2011-10-01,10,367.3655,160.238,26.7,70,133.538,1,2,1,Lost
C15639,2011-11-26,12,991.376,481.9668,143.65,14,338.31679999999994,3,3,2,Other
C15640,2011-12-05,21,12766.534,5691.1777,2317.15,5,3374.0277,5,5,5,Champions
C15641,2011-11-01,15,2525.3735,1143.9767,579.7,39,564.2766999999999,2,4,4,At Risk
C15643,2011-12-09,13,1233.1595,570.8311,121.35,1,449.48109999999997,5,3,3,Potential Loyalists
C15644,2011-11-09,9,1082.148,504.6905,207.2,31,297.4905,2,1,3,Other
C15645,2011-11-24,8,989.611,449.0284,111.5,16,337.5284,3,1,2,Other
C15646,2011-12-06,11,992.6949999999999,447.256,164.6,4,282.65599999999995,5,2,2,Potential Loyalists
C15648,2011-11-29,10,1446.0435,678.6083,98.2,11,580.4082999999999,4,2,3,Potential Loyalists
C15649,2011-11-20,16,1414.1585,516.1320000000001,105.9,20,410.2320000000001,3,4,3,Loyal
C15651,2011-11-03,9,876.0975,349.9291,184.0,37,165.9291,2,1,2,Other
C15652,2011-11-10,6,697.225,323.0929,86.9,30,236.19289999999998,2,1,1,Other
C15653,2011-11-21,15,1757.098,755.1409000000001,464.85,19,290.2909000000001,3,4,4,Loyal
C15654,2011-11-30,10,1450.683,713.6318,191.3,10,522.3317999999999,4,2,3,Potential Loyalists
C15655,2011-12-03,11,1098.7765,503.1115,143.4,7,359.7115,4,2,3,Potential Loyalists
C15656,2011-10-25,12,1305.991,631.0973,146.0,46,485.0973,1,3,3,At Risk
C15657,2011-11-17,3,231.5225,102.0881,14.4,23,87.68809999999999,2,1,1,Other
C15658,2011-12-09,15,1513.821,763.8249,113.2,1,650.6248999999999,5,4,3,Loyal
C15659,2011-11-12,8,642.284,282.52570000000003,57.0,28,225.52570000000003,2,1,1,Other
C15660,2011-12-04,22,2082.963,957.4282,406.35,6,551.0781999999999,4,5,4,Champions
C15661,2011-10-05,9,620.63,273.34999999999997,99.55,66,173.79999999999995,1,1,1,Lost
C15663,2011-12-06,11,491.889,235.58329999999998,60.65,4,174.93329999999997,5,2,1,Potential Loyalists
C15664,2011-10-20,6,697.895,313.3597,72.35,51,241.00969999999998,1,1,1,Lost
C15665,2011-06-24,13,2705.2805,1324.5166,609.2,169,715.3165999999999,1,3,4,At Risk
C15667,2011-10-31,11,976.2495,436.2922,115.35000000000001,40,320.94219999999996,2,2,2,Other
C15668,2011-11-23,13,825.0649999999999,357.4917,58.05,17,299.44169999999997,3,3,2,Other
C15669,2011-12-05,8,896.009,389.2718,131.85,5,257.42179999999996,5,1,2,Other
C15670,2011-10-03,9,405.1585,195.7748,57.05,68,138.72480000000002,1,1,1,Lost
C15671,2011-11-21,17,3143.4445,1392.0599,624.8000000000001,19,767.2598999999999,3,5,5,Loyal
C15673,2011-10-18,10,2917.007,1372.8147999999999,526.6,53,846.2147999999999,1,2,5,Lost
C15674,2011-09-27,11,2720.701,1424.2482,467.40000000000003,74,956.8481999999999,1,2,4,Lost
C15675,2011-10-27,11,834.359,376.46909999999997,208.6,44,167.86909999999997,1,2,2,Lost
C15676,2011-11-21,12,4194.3875,2062.6418,819.85,19,1242.7918,3,3,5,Other
C15677,2011-10-21,9,1157.6355,558.8492,134.6,50,424.2492,1,1,3,Lost
C15678,2011-12-04,8,889.2535,388.9747,82.25,6,306.7247,4,1,2,Other
C15679,2011-11-15,14,1285.9569999999999,570.8083,435.9,25,134.90830000000005,2,4,3,At Risk
C15680,2011-11-30,16,2128.39,1027.7117,377.0,10,650.7117000000001,4,4,4,Champions
C15681,2011-11-22,12,1777.618,841.9625,304.35,18,537.6125,3,3,4,Other
C15683,2011-11-22,13,999.293,400.7441,76.0,18,324.7441,3,3,2,Other
C15687,2011-12-01,20,4833.1125,2302.7767,491.5,9,1811.2767,4,5,5,Champions
C15689,2011-10-28,8,594.563,282.5559,48.300000000000004,43,234.2559,1,1,1,Lost
